time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.2400000000000024,-4.25119558222,0.947479840308,18.761131476,0.0868796229145,0.440824078783,0.0,-5.25814027561,0.944987910917,4.30969093342,0.0767492809422,0.250525019716,0.0,395.01817757534184,394.1404784853174,394.6680541061495,394.1932505839457
3.3000000000000025,-4.57342138864,1.005338196,19.0153777805,0.0921931913001,0.455679091007,0.0,-5.48384665924,0.983888399829,4.1644927704,0.105350120828,0.240950105345,0.0,413.5800463302299,412.80206596757324,409.56833839130064,412.1117270819481
3.3600000000000025,-4.91138063439,1.06596241078,19.2647346369,0.0988606178911,0.470464644198,0.0,-5.7824870908,1.03731308376,4.14577546927,0.120698795063,0.255574662822,0.0,458.47359659366833,459.6926527089063,459.22202978591946,460.44852236974316
3.4200000000000026,-5.266166107,1.1296206009,19.5101025243,0.105946332938,0.485872634132,0.0,-6.04479174011,1.08501271068,4.03201074968,0.112306638222,0.259139064976,0.0,429.6129290997235,429.98382673019864,429.6677271581679,428.96851254218154
3.4800000000000026,-5.63675867429,1.1961848879,19.7481220205,0.113651860575,0.501870162295,0.0,-6.30940094158,1.13416504712,3.90081424368,0.149258967441,0.278458538155,0.0,424.5409611549533,426.2702849334715,425.0285377630561,428.19948503714716
3.5400000000000027,-6.02502968972,1.2661092404,19.9808568347,0.123499702844,0.518178617372,0.0,-6.63400995791,1.19718166019,3.85504067115,0.183864010944,0.253248260767,0.0,461.33220190289,459.40788512313253,458.7093744392423,461.47349977042325
3.6000000000000028,-6.43173352111,1.33965961056,20.2082940561,0.134504772862,0.533440195957,0.0,-6.92378712538,1.25506564041,3.72476678527,0.182511631485,0.256490116755,0.0,433.0077953027092,433.3472856087378,435.2327760847163,435.15291589190053
3.660000000000003,-6.85505504938,1.4165723588,20.4260012543,0.145353500489,0.548667770434,0.0,-7.1879853109,1.30917904288,3.53104756089,0.177181811692,0.247778720725,0.0,413.42571327311396,412.7271983907815,413.74878503644896,413.3134134695742
3.720000000000003,-7.29712320341,1.49746717392,20.6361766333,0.156082491793,0.563939543967,0.0,-7.54842410968,1.38781872253,3.47254140053,0.181896030113,0.265414034922,0.0,468.3429341127398,469.77374160461096,465.68522570619183,466.08314722958585
3.780000000000003,-7.75999185436,1.58293446857,20.8408414587,0.167086315646,0.579647658245,0.0,-7.88140807162,1.46152956179,3.34765913141,0.186237589881,0.253390983764,0.0,448.934129173801,448.0254389884609,448.83217968056266,449.21666632583003
3.840000000000003,-8.2404907984,1.67226662884,21.0338417055,0.177966679528,0.594759660491,0.0,-8.13628868458,1.51657088545,3.08472620095,0.169118117753,0.248636632174,0.0,398.15596317562904,397.79237989418687,399.44337361618756,397.9142765157535
3.900000000000003,-8.73779315591,1.76530889186,21.2127415068,0.188079405879,0.61022235708,0.0,-8.44137151645,1.58511575804,2.87704924018,0.167376446312,0.271479691943,0.0,422.7620779495009,424.7957702537762,425.125658678893,425.0049673019217
3.960000000000003,-9.25514879008,1.86293426375,21.3810366341,0.198056045361,0.626689869804,0.0,-8.80456322158,1.66926105938,2.73047493161,0.163986456856,0.279823052588,0.0,452.8980123536184,453.6431600358276,453.37458858194134,453.12787938723295
4.020000000000002,-9.7941032481,1.96554940095,21.5396029558,0.207836056577,0.64401784989,0.0,-9.16133304548,1.75135799254,2.55277967231,0.160953757177,0.302449332715,0.0,445.80773350349864,447.73648398498295,447.86810943712095,447.6463961043676
4.080000000000001,-10.355293923,2.07329431624,21.6879139805,0.217704645322,0.661846591064,0.0,-9.54564933746,1.84015772363,2.38823127882,0.170718421678,0.283613982516,0.0,459.77303273684623,458.36418435155997,458.2970596166725,459.09755145973133
4.14,-10.9424264293,2.18713752305,21.8292487904,0.228218483935,0.678492210497,0.0,-10.0255800319,1.9545583515,2.31917414059,0.182988521663,0.260722042274,0.0,503.3457160451688,501.7533615101166,501.68632637182327,502.60225064106515
4.199999999999998,-11.5552233751,2.30694566309,21.9619025639,0.239233949095,0.694790767169,0.0,-10.4014640169,2.03902757589,2.10010504683,0.184767994697,0.287477154367,0.0,451.9026772387193,454.1267666691722,453.98820349907817,454.16286997588867
4.259999999999997,-12.191651599,2.43209155573,22.0820310471,0.25052382438,0.712422553722,0.0,-10.8130773786,2.13235704496,1.90110893963,0.194205590056,0.304259688279,0.0,467.5686796559238,468.9572144458974,469.45814184413683,470.2223214875614
4.319999999999996,-12.8537935316,2.56308088434,22.1906682482,0.262533259107,0.730312243235,0.0,-11.2583317606,2.23370481437,1.71656983342,0.209971504593,0.28179943202,0.0,483.4777226825806,481.8640576867917,483.7803475395416,485.0017464860194
4.379999999999995,-13.5407085441,2.6995367297,22.2854435167,0.274698633917,0.747461529426,0.0,-11.639074319,2.31459531386,1.43984528913,0.181694412032,0.292832902383,0.0,454.21135703537385,455.17629970132197,455.92889807811144,453.70167710332595
4.439999999999993,-14.2526813085,2.84142244266,22.3652887449,0.286337557766,0.765558726731,0.0,-12.0931025964,2.41443246526,1.21797200451,0.211247436473,0.315044506736,0.0,485.14107231086916,486.8898500145747,485.5311470394849,487.77639321198563
4.499999999999992,-14.9875198312,2.9879247007,22.4267885009,0.298822173184,0.78434645084,0.0,-12.4019499167,2.46862190759,0.82988094441,0.200846677279,0.309004027164,0.0,423.0978347300787,422.68285066741026,422.6100819067577,421.757215742121
4.559999999999991,-15.7420298334,3.13791098134,22.4655715716,0.310999758891,0.80270894328,0.0,-12.7485421206,2.53040480574,0.460308592413,0.206876071115,0.299358183796,0.0,439.05004277727727,438.34544000881783,438.47916034203826,439.0209303310634
4.6199999999999894,-16.5187207946,3.29189657032,22.4828971878,0.324553711083,0.82056721138,0.0,-13.1409428928,2.60179433928,0.114103567502,0.249062099318,0.293963753688,0.0,458.1777275897056,457.83572756616,456.99096383229664,460.38950227412846
4.679999999999988,-17.3193476783,3.45016275028,22.4792079113,0.339486222483,0.838431597918,0.0,-13.5461815579,2.67300758708,-0.240388162454,0.248499531587,0.304371389081,0.0,464.20652498431843,465.1086249279667,464.30172617190334,464.31674046643565
4.739999999999987,-18.1445863054,3.61266025518,22.453908651,0.354105149513,0.857082334152,0.0,-13.9610941377,2.74265424216,-0.606432681683,0.231587047092,0.321358943246,0.0,469.3344827138321,470.7440056635032,470.1988656044363,468.94179923172544
4.799999999999986,-18.9932205624,3.7787308836,22.4048440005,0.368398677978,0.875942387863,0.0,-14.326207424,2.79203625778,-1.03210406602,0.24896285815,0.294176029757,0.0,452.9491789212033,450.85480210584717,450.8182152617952,452.27593439037656
4.859999999999984,-19.8611245477,3.94679739583,22.3276746126,0.383585791364,0.893422588682,0.0,-14.6040385562,2.80929690457,-1.54226972386,0.260335665225,0.2849666212,0.0,416.74834837136115,416.03457750080156,415.6055494938479,416.67055740300447
4.919999999999983,-20.7490413807,4.11671406148,22.221937582,0.399652089977,0.910518332654,0.0,-14.9923500544,2.85334828223,-1.98552681871,0.279540699468,0.28485403379,0.0,460.39492922403656,460.4652621253646,462.08380824693927,463.66465534264006
4.979999999999982,-21.6578947331,4.28835264498,22.0874030137,0.416506807484,0.928044861944,0.0,-15.30236036,2.86671755288,-2.50144542149,0.283516352371,0.30364457524,0.0,431.33797775489666,433.0114824981075,433.21645009035456,433.6328887234602
5.0399999999999805,-22.5872176206,4.46112929904,21.9227401763,0.433818680635,0.946808630981,0.0,-15.6738774207,2.8909370368,-2.99054341947,0.29701923821,0.326503808447,0.0,457.69078721524534,459.6030211743855,457.8904093362278,459.0452928518223
